model,layer,language,token_count,vocab_percentage,avg_similarity,match_rate_pct,match_count,total_sampled
nvidia/OpenMath2-Llama3.1-8B,27,english,21288,16.6,0.018342,74.09,15772,21288
nvidia/OpenMath2-Llama3.1-8B,27,spanish,19364,15.1,0.018631,1.46,282,19364
nvidia/OpenMath2-Llama3.1-8B,27,chinese,33486,26.11,0.020284,2.95,989,33486
nvidia/OpenMath2-Llama3.1-8B,27,french,26365,20.56,0.019816,0.8,211,26365
nvidia/OpenMath2-Llama3.1-8B,27,german,27753,21.64,0.019726,0.3,82,27753
nvidia/OpenMath2-Llama3.1-8B,28,english,20918,16.31,0.019089,74.79,15644,20918
nvidia/OpenMath2-Llama3.1-8B,28,spanish,23442,18.28,0.020618,1.41,330,23442
nvidia/OpenMath2-Llama3.1-8B,28,chinese,25554,19.92,0.020766,2.85,729,25554
nvidia/OpenMath2-Llama3.1-8B,28,french,28241,22.02,0.021492,0.87,247,28241
nvidia/OpenMath2-Llama3.1-8B,28,german,30101,23.47,0.021285,0.27,82,30101
nvidia/OpenMath2-Llama3.1-8B,29,english,13226,10.31,0.017865,78.53,10387,13226
nvidia/OpenMath2-Llama3.1-8B,29,spanish,24610,19.19,0.020709,1.64,404,24610
nvidia/OpenMath2-Llama3.1-8B,29,chinese,34606,26.98,0.022009,3.39,1174,34606
nvidia/OpenMath2-Llama3.1-8B,29,french,32334,25.21,0.022173,0.71,231,32334
nvidia/OpenMath2-Llama3.1-8B,29,german,23480,18.31,0.020613,0.32,75,23480
nvidia/OpenMath2-Llama3.1-8B,30,english,13392,10.44,0.017033,80.21,10742,13392
nvidia/OpenMath2-Llama3.1-8B,30,spanish,17365,13.54,0.01881,1.57,272,17365
nvidia/OpenMath2-Llama3.1-8B,30,chinese,31655,24.68,0.020066,3.58,1133,31655
nvidia/OpenMath2-Llama3.1-8B,30,french,28886,22.52,0.020468,0.79,227,28886
nvidia/OpenMath2-Llama3.1-8B,30,german,36958,28.82,0.020543,0.31,115,36958
nvidia/OpenMath2-Llama3.1-8B,31,english,4941,3.85,0.020551,89.94,4444,4941
nvidia/OpenMath2-Llama3.1-8B,31,spanish,17523,13.66,0.021374,1.88,329,17523
nvidia/OpenMath2-Llama3.1-8B,31,chinese,41025,31.99,0.024816,4.46,1829,41025
nvidia/OpenMath2-Llama3.1-8B,31,french,23313,18.18,0.022628,0.9,210,23313
nvidia/OpenMath2-Llama3.1-8B,31,german,41454,32.32,0.02475,0.36,149,41454
open-r1/OpenR1-Qwen-7B,0,english,92088,60.56,0.02469,55.87,51453,92088
open-r1/OpenR1-Qwen-7B,0,spanish,34493,22.68,0.02151,0.91,314,34493
open-r1/OpenR1-Qwen-7B,0,chinese,6803,4.47,0.017411,17.23,1172,6803
open-r1/OpenR1-Qwen-7B,0,french,7479,4.92,0.01762,0.32,24,7479
open-r1/OpenR1-Qwen-7B,0,german,11201,7.37,0.018347,0.1,11,11201
open-r1/OpenR1-Qwen-7B,1,english,52048,34.23,0.012306,54.19,28205,52048
open-r1/OpenR1-Qwen-7B,1,spanish,30510,20.06,0.01334,0.87,265,30510
open-r1/OpenR1-Qwen-7B,1,chinese,13026,8.57,0.012919,16.84,2193,13026
open-r1/OpenR1-Qwen-7B,1,french,18507,12.17,0.013249,0.73,136,18507
open-r1/OpenR1-Qwen-7B,1,german,37973,24.97,0.014086,0.29,110,37973
open-r1/OpenR1-Qwen-7B,2,english,40548,26.67,0.013069,59.85,24268,40548
open-r1/OpenR1-Qwen-7B,2,spanish,29947,19.69,0.013532,0.79,237,29947
open-r1/OpenR1-Qwen-7B,2,chinese,11372,7.48,0.012407,16.27,1850,11372
open-r1/OpenR1-Qwen-7B,2,french,55150,36.27,0.013201,0.77,424,55150
open-r1/OpenR1-Qwen-7B,2,german,15047,9.9,0.01271,0.27,41,15047
open-r1/OpenR1-Qwen-7B,3,english,39418,25.92,0.018722,60.9,24007,39418
open-r1/OpenR1-Qwen-7B,3,spanish,37088,24.39,0.019133,0.91,336,37088
open-r1/OpenR1-Qwen-7B,3,chinese,7603,5.0,0.016734,13.51,1027,7603
open-r1/OpenR1-Qwen-7B,3,french,57265,37.66,0.019018,0.81,464,57265
open-r1/OpenR1-Qwen-7B,3,german,10690,7.03,0.017577,0.32,34,10690
open-r1/OpenR1-Qwen-7B,4,english,26261,17.27,0.014014,60.97,16011,26261
open-r1/OpenR1-Qwen-7B,4,spanish,18515,12.18,0.013936,0.74,137,18515
open-r1/OpenR1-Qwen-7B,4,chinese,17981,11.82,0.014202,15.3,2751,17981
open-r1/OpenR1-Qwen-7B,4,french,56027,36.84,0.013862,0.74,414,56027
open-r1/OpenR1-Qwen-7B,4,german,33280,21.89,0.014639,0.31,102,33280
open-r1/OpenR1-Qwen-7B,5,english,67911,44.66,0.015988,53.6,36399,67911
open-r1/OpenR1-Qwen-7B,5,spanish,16141,10.61,0.014557,0.82,132,16141
open-r1/OpenR1-Qwen-7B,5,chinese,14854,9.77,0.014713,14.06,2088,14854
open-r1/OpenR1-Qwen-7B,5,french,20251,13.32,0.01482,0.61,124,20251
open-r1/OpenR1-Qwen-7B,5,german,32907,21.64,0.015708,0.23,77,32907
open-r1/OpenR1-Qwen-7B,6,english,11333,7.45,0.015043,65.75,7452,11333
open-r1/OpenR1-Qwen-7B,6,spanish,29932,19.68,0.01639,0.8,239,29932
open-r1/OpenR1-Qwen-7B,6,chinese,65136,42.83,0.017281,15.23,9921,65136
open-r1/OpenR1-Qwen-7B,6,french,15778,10.38,0.01556,0.53,84,15778
open-r1/OpenR1-Qwen-7B,6,german,29885,19.65,0.016475,0.24,71,29885
open-r1/OpenR1-Qwen-7B,7,english,35155,23.12,0.012898,50.62,17796,35155
open-r1/OpenR1-Qwen-7B,7,spanish,28477,18.73,0.015319,0.72,206,28477
open-r1/OpenR1-Qwen-7B,7,chinese,36978,24.32,0.016157,15.6,5769,36978
open-r1/OpenR1-Qwen-7B,7,french,32520,21.39,0.014838,0.79,257,32520
open-r1/OpenR1-Qwen-7B,7,german,18934,12.45,0.015019,0.2,37,18934
open-r1/OpenR1-Qwen-7B,8,english,78566,51.67,0.019421,54.14,42539,78566
open-r1/OpenR1-Qwen-7B,8,spanish,15480,10.18,0.015938,0.62,96,15480
open-r1/OpenR1-Qwen-7B,8,chinese,35495,23.34,0.018421,15.66,5560,35495
open-r1/OpenR1-Qwen-7B,8,french,17431,11.46,0.016279,0.53,92,17431
open-r1/OpenR1-Qwen-7B,8,german,5092,3.35,0.014888,0.08,4,5092
open-r1/OpenR1-Qwen-7B,9,english,86751,57.05,0.023736,54.92,47645,86751
open-r1/OpenR1-Qwen-7B,9,spanish,27056,17.79,0.020251,0.77,209,27056
open-r1/OpenR1-Qwen-7B,9,chinese,13957,9.18,0.019316,14.43,2014,13957
open-r1/OpenR1-Qwen-7B,9,french,14554,9.57,0.018854,0.38,56,14554
open-r1/OpenR1-Qwen-7B,9,german,9746,6.41,0.017848,0.3,29,9746
open-r1/OpenR1-Qwen-7B,10,english,48424,31.84,0.016994,53.4,25860,48424
open-r1/OpenR1-Qwen-7B,10,spanish,9817,6.46,0.017072,0.51,50,9817
open-r1/OpenR1-Qwen-7B,10,chinese,60775,39.97,0.019313,16.2,9844,60775
open-r1/OpenR1-Qwen-7B,10,french,26312,17.3,0.016876,0.67,176,26312
open-r1/OpenR1-Qwen-7B,10,german,6736,4.43,0.015607,0.25,17,6736
open-r1/OpenR1-Qwen-7B,11,english,54528,35.86,0.016373,51.89,28295,54528
open-r1/OpenR1-Qwen-7B,11,spanish,23042,15.15,0.016271,0.72,165,23042
open-r1/OpenR1-Qwen-7B,11,chinese,36846,24.23,0.017811,15.89,5853,36846
open-r1/OpenR1-Qwen-7B,11,french,30849,20.29,0.01663,0.67,208,30849
open-r1/OpenR1-Qwen-7B,11,german,6799,4.47,0.014947,0.19,13,6799
open-r1/OpenR1-Qwen-7B,12,english,39385,25.9,0.017426,54.73,21557,39385
open-r1/OpenR1-Qwen-7B,12,spanish,6921,4.55,0.016198,0.59,41,6921
open-r1/OpenR1-Qwen-7B,12,chinese,48017,31.58,0.01884,15.41,7399,48017
open-r1/OpenR1-Qwen-7B,12,french,51238,33.7,0.018989,0.7,360,51238
open-r1/OpenR1-Qwen-7B,12,german,6503,4.28,0.01554,0.26,17,6503
open-r1/OpenR1-Qwen-7B,13,english,9687,6.37,0.015052,64.53,6251,9687
open-r1/OpenR1-Qwen-7B,13,spanish,15288,10.05,0.015673,0.75,114,15288
open-r1/OpenR1-Qwen-7B,13,chinese,35146,23.11,0.017884,15.13,5318,35146
open-r1/OpenR1-Qwen-7B,13,french,80311,52.81,0.018651,0.75,605,80311
open-r1/OpenR1-Qwen-7B,13,german,11632,7.65,0.015476,0.21,25,11632
open-r1/OpenR1-Qwen-7B,14,english,6932,4.56,0.016471,68.98,4782,6932
open-r1/OpenR1-Qwen-7B,14,spanish,13781,9.06,0.017929,0.57,79,13781
open-r1/OpenR1-Qwen-7B,14,chinese,102461,67.38,0.023497,15.89,16280,102461
open-r1/OpenR1-Qwen-7B,14,french,23483,15.44,0.018406,0.66,154,23483
open-r1/OpenR1-Qwen-7B,14,german,5407,3.56,0.016832,0.13,7,5407
open-r1/OpenR1-Qwen-7B,15,english,11691,7.69,0.016424,63.74,7452,11691
open-r1/OpenR1-Qwen-7B,15,spanish,18910,12.44,0.017445,0.62,117,18910
open-r1/OpenR1-Qwen-7B,15,chinese,63908,42.03,0.019691,14.63,9348,63908
open-r1/OpenR1-Qwen-7B,15,french,45394,29.85,0.019103,0.74,337,45394
open-r1/OpenR1-Qwen-7B,15,german,12161,8.0,0.01642,0.17,21,12161
open-r1/OpenR1-Qwen-7B,16,english,3949,2.6,0.016104,71.13,2809,3949
open-r1/OpenR1-Qwen-7B,16,spanish,11948,7.86,0.017223,0.71,85,11948
open-r1/OpenR1-Qwen-7B,16,chinese,31785,20.9,0.019868,15.24,4845,31785
open-r1/OpenR1-Qwen-7B,16,french,98361,64.68,0.022943,0.79,778,98361
open-r1/OpenR1-Qwen-7B,16,german,6021,3.96,0.016074,0.17,10,6021
open-r1/OpenR1-Qwen-7B,17,english,6633,4.36,0.014366,68.4,4537,6633
open-r1/OpenR1-Qwen-7B,17,spanish,18886,12.42,0.016039,0.78,148,18886
open-r1/OpenR1-Qwen-7B,17,chinese,90569,59.56,0.019803,15.49,14030,90569
open-r1/OpenR1-Qwen-7B,17,french,32509,21.38,0.01702,0.67,219,32509
open-r1/OpenR1-Qwen-7B,17,german,3467,2.28,0.015613,0.03,1,3467
open-r1/OpenR1-Qwen-7B,18,english,17106,11.25,0.018724,62.96,10770,17106
open-r1/OpenR1-Qwen-7B,18,spanish,8770,5.77,0.017868,0.76,67,8770
open-r1/OpenR1-Qwen-7B,18,chinese,38146,25.09,0.021057,16.65,6353,38146
open-r1/OpenR1-Qwen-7B,18,french,82854,54.49,0.022644,0.77,637,82854
open-r1/OpenR1-Qwen-7B,18,german,5188,3.41,0.018027,0.1,5,5188
open-r1/OpenR1-Qwen-7B,19,english,3106,2.04,0.015049,73.99,2298,3106
open-r1/OpenR1-Qwen-7B,19,spanish,10984,7.22,0.016159,0.78,86,10984
open-r1/OpenR1-Qwen-7B,19,chinese,65425,43.02,0.02005,15.67,10249,65425
open-r1/OpenR1-Qwen-7B,19,french,64678,42.53,0.020317,0.83,536,64678
open-r1/OpenR1-Qwen-7B,19,german,7871,5.18,0.016178,0.19,15,7871
open-r1/OpenR1-Qwen-7B,20,english,6133,4.03,0.014532,68.32,4190,6133
open-r1/OpenR1-Qwen-7B,20,spanish,13307,8.75,0.015657,0.82,109,13307
open-r1/OpenR1-Qwen-7B,20,chinese,70412,46.3,0.018605,15.44,10872,70412
open-r1/OpenR1-Qwen-7B,20,french,51714,34.01,0.018349,0.8,416,51714
open-r1/OpenR1-Qwen-7B,20,german,10498,6.9,0.015293,0.2,21,10498
open-r1/OpenR1-Qwen-7B,21,english,5163,3.4,0.017111,69.2,3573,5163
open-r1/OpenR1-Qwen-7B,21,spanish,8654,5.69,0.017991,0.59,51,8654
open-r1/OpenR1-Qwen-7B,21,chinese,76789,50.5,0.022977,15.05,11556,76789
open-r1/OpenR1-Qwen-7B,21,french,39614,26.05,0.021106,0.8,318,39614
open-r1/OpenR1-Qwen-7B,21,german,21844,14.37,0.019894,0.25,55,21844
open-r1/OpenR1-Qwen-7B,22,english,4197,2.76,0.017546,73.1,3068,4197
open-r1/OpenR1-Qwen-7B,22,spanish,10233,6.73,0.018507,0.7,72,10233
open-r1/OpenR1-Qwen-7B,22,chinese,77803,51.16,0.023022,15.24,11854,77803
open-r1/OpenR1-Qwen-7B,22,french,38976,25.63,0.021606,0.84,326,38976
open-r1/OpenR1-Qwen-7B,22,german,20855,13.71,0.020059,0.26,55,20855
open-r1/OpenR1-Qwen-7B,23,english,6848,4.5,0.015541,67.51,4623,6848
open-r1/OpenR1-Qwen-7B,23,spanish,31552,20.75,0.017059,0.9,285,31552
open-r1/OpenR1-Qwen-7B,23,chinese,35221,23.16,0.017945,16.42,5783,35221
open-r1/OpenR1-Qwen-7B,23,french,58398,38.4,0.017508,0.73,428,58398
open-r1/OpenR1-Qwen-7B,23,german,20045,13.18,0.016929,0.31,63,20045
open-r1/OpenR1-Qwen-7B,24,english,9108,5.99,0.01501,69.64,6343,9108
open-r1/OpenR1-Qwen-7B,24,spanish,14154,9.31,0.015578,1.25,177,14154
open-r1/OpenR1-Qwen-7B,24,chinese,27546,18.11,0.01705,17.53,4830,27546
open-r1/OpenR1-Qwen-7B,24,french,85226,56.05,0.019318,0.8,679,85226
open-r1/OpenR1-Qwen-7B,24,german,16030,10.54,0.016035,0.47,76,16030
open-r1/OpenR1-Qwen-7B,25,english,6702,4.41,0.01436,70.81,4746,6702
open-r1/OpenR1-Qwen-7B,25,spanish,17497,11.51,0.01544,1.18,206,17497
open-r1/OpenR1-Qwen-7B,25,chinese,26733,17.58,0.016468,18.31,4895,26733
open-r1/OpenR1-Qwen-7B,25,french,78551,51.66,0.018463,0.82,645,78551
open-r1/OpenR1-Qwen-7B,25,german,22581,14.85,0.016156,0.39,88,22581
open-r1/OpenR1-Qwen-7B,26,english,19263,12.67,0.016588,63.92,12313,19263
open-r1/OpenR1-Qwen-7B,26,spanish,16632,10.94,0.016775,1.16,193,16632
open-r1/OpenR1-Qwen-7B,26,chinese,20800,13.68,0.017244,18.03,3750,20800
open-r1/OpenR1-Qwen-7B,26,french,68734,45.2,0.018342,0.8,550,68734
open-r1/OpenR1-Qwen-7B,26,german,26635,17.52,0.017683,0.38,102,26635
open-r1/OpenR1-Qwen-7B,27,english,8153,5.36,0.015449,72.91,5944,8153
open-r1/OpenR1-Qwen-7B,27,spanish,14046,9.24,0.01572,1.04,146,14046
open-r1/OpenR1-Qwen-7B,27,chinese,68341,44.94,0.018171,15.81,10805,68341
open-r1/OpenR1-Qwen-7B,27,french,33758,22.2,0.017549,0.77,259,33758
open-r1/OpenR1-Qwen-7B,27,german,27766,18.26,0.016975,0.35,98,27766
openai/gpt-oss-20b,0,english,29326,14.58,0.018748,55.2,16188,29326
openai/gpt-oss-20b,0,spanish,37559,18.68,0.020145,1.9,712,37559
openai/gpt-oss-20b,0,chinese,56421,28.06,0.021454,4.0,2257,56421
openai/gpt-oss-20b,0,french,31145,15.49,0.019766,1.06,329,31145
openai/gpt-oss-20b,0,german,46637,23.19,0.021284,0.84,392,46637
openai/gpt-oss-20b,1,english,49377,24.55,0.024617,64.19,31694,49377
openai/gpt-oss-20b,1,spanish,29049,14.45,0.022648,1.5,435,29049
openai/gpt-oss-20b,1,chinese,54693,27.2,0.025442,6.13,3355,54693
openai/gpt-oss-20b,1,french,30148,14.99,0.023199,1.32,399,30148
openai/gpt-oss-20b,1,german,37821,18.81,0.023983,0.71,268,37821
openai/gpt-oss-20b,2,english,27659,13.75,0.0231,70.1,19390,27659
openai/gpt-oss-20b,2,spanish,41998,20.89,0.02394,1.95,820,41998
openai/gpt-oss-20b,2,chinese,59525,29.6,0.026422,6.75,4018,59525
openai/gpt-oss-20b,2,french,29825,14.83,0.022751,1.39,415,29825
openai/gpt-oss-20b,2,german,42081,20.93,0.024363,1.11,466,42081
openai/gpt-oss-20b,3,english,29850,14.84,0.02285,67.63,20189,29850
openai/gpt-oss-20b,3,spanish,41667,20.72,0.024233,1.83,762,41667
openai/gpt-oss-20b,3,chinese,62360,31.01,0.026805,6.02,3755,62360
openai/gpt-oss-20b,3,french,34313,17.06,0.023501,1.54,528,34313
openai/gpt-oss-20b,3,german,32898,16.36,0.022885,0.8,262,32898
openai/gpt-oss-20b,4,english,35675,17.74,0.023628,61.45,21923,35675
openai/gpt-oss-20b,4,spanish,36865,18.33,0.023511,2.74,1009,36865
openai/gpt-oss-20b,4,chinese,42331,21.05,0.024943,4.26,1803,42331
openai/gpt-oss-20b,4,french,39645,19.72,0.023864,1.29,512,39645
openai/gpt-oss-20b,4,german,46572,23.16,0.024638,0.59,273,46572
openai/gpt-oss-20b,5,english,35352,17.58,0.023413,65.27,23076,35352
openai/gpt-oss-20b,5,spanish,31246,15.54,0.023269,1.58,495,31246
openai/gpt-oss-20b,5,chinese,49552,24.64,0.025363,4.43,2197,49552
openai/gpt-oss-20b,5,french,45990,22.87,0.025292,1.05,482,45990
openai/gpt-oss-20b,5,german,38948,19.37,0.024743,0.39,153,38948
openai/gpt-oss-20b,6,english,40278,20.03,0.024293,60.41,24332,40278
openai/gpt-oss-20b,6,spanish,31765,15.8,0.023195,1.34,426,31765
openai/gpt-oss-20b,6,chinese,33506,16.66,0.023999,4.09,1369,33506
openai/gpt-oss-20b,6,french,51977,25.85,0.024695,1.37,710,51977
openai/gpt-oss-20b,6,german,43562,21.66,0.024656,0.29,126,43562
openai/gpt-oss-20b,7,english,40132,19.96,0.024506,58.33,23408,40132
openai/gpt-oss-20b,7,spanish,34219,17.02,0.02381,1.44,492,34219
openai/gpt-oss-20b,7,chinese,34301,17.06,0.023795,3.32,1138,34301
openai/gpt-oss-20b,7,french,52387,26.05,0.025031,0.95,498,52387
openai/gpt-oss-20b,7,german,40049,19.92,0.024358,0.22,89,40049
openai/gpt-oss-20b,8,english,44062,21.91,0.024705,57.77,25455,44062
openai/gpt-oss-20b,8,spanish,34383,17.1,0.023378,1.35,464,34383
openai/gpt-oss-20b,8,chinese,33863,16.84,0.023562,4.4,1489,33863
openai/gpt-oss-20b,8,french,48599,24.17,0.024681,1.17,567,48599
openai/gpt-oss-20b,8,german,40181,19.98,0.024295,0.23,91,40181
openai/gpt-oss-20b,9,english,42240,21.01,0.023655,57.47,24277,42240
openai/gpt-oss-20b,9,spanish,34022,16.92,0.023148,1.26,429,34022
openai/gpt-oss-20b,9,chinese,34475,17.14,0.023046,3.68,1267,34475
openai/gpt-oss-20b,9,french,47117,23.43,0.024159,0.92,434,47117
openai/gpt-oss-20b,9,german,43234,21.5,0.024217,0.23,101,43234
openai/gpt-oss-20b,10,english,56924,28.31,0.025402,57.55,32758,56924
openai/gpt-oss-20b,10,spanish,28690,14.27,0.022563,1.39,398,28690
openai/gpt-oss-20b,10,chinese,35304,17.56,0.023,1.49,527,35304
openai/gpt-oss-20b,10,french,47945,23.84,0.024242,1.21,579,47945
openai/gpt-oss-20b,10,german,32225,16.03,0.022803,0.15,47,32225
openai/gpt-oss-20b,11,english,52436,26.08,0.024997,58.11,30471,52436
openai/gpt-oss-20b,11,spanish,29630,14.73,0.023519,1.07,318,29630
openai/gpt-oss-20b,11,chinese,32587,16.21,0.022979,1.62,527,32587
openai/gpt-oss-20b,11,french,52216,25.97,0.025425,1.2,627,52216
openai/gpt-oss-20b,11,german,34219,17.02,0.023404,0.24,81,34219
openai/gpt-oss-20b,12,english,52317,26.02,0.025216,60.31,31553,52317
openai/gpt-oss-20b,12,spanish,30997,15.41,0.023828,1.28,396,30997
openai/gpt-oss-20b,12,chinese,30009,14.92,0.023079,2.33,700,30009
openai/gpt-oss-20b,12,french,56295,28.0,0.026114,1.03,578,56295
openai/gpt-oss-20b,12,german,31470,15.65,0.023468,0.18,57,31470
openai/gpt-oss-20b,13,english,59633,29.66,0.025642,57.4,34232,59633
openai/gpt-oss-20b,13,spanish,35787,17.8,0.024033,1.37,490,35787
openai/gpt-oss-20b,13,chinese,27528,13.69,0.022374,2.51,692,27528
openai/gpt-oss-20b,13,french,40170,19.98,0.024508,0.97,388,40170
openai/gpt-oss-20b,13,german,37970,18.88,0.023625,0.24,90,37970
openai/gpt-oss-20b,14,english,57384,28.54,0.026184,59.31,34034,57384
openai/gpt-oss-20b,14,spanish,46899,23.32,0.024817,1.96,919,46899
openai/gpt-oss-20b,14,chinese,22178,11.03,0.022191,7.56,1677,22178
openai/gpt-oss-20b,14,french,34402,17.11,0.024043,0.94,322,34402
openai/gpt-oss-20b,14,german,40225,20.0,0.023802,0.6,240,40225
openai/gpt-oss-20b,15,english,59601,29.64,0.025872,63.17,37647,59601
openai/gpt-oss-20b,15,spanish,33997,16.91,0.023248,2.13,723,33997
openai/gpt-oss-20b,15,chinese,26604,13.23,0.022542,7.36,1958,26604
openai/gpt-oss-20b,15,french,35327,17.57,0.023592,0.88,310,35327
openai/gpt-oss-20b,15,german,45559,22.66,0.024411,0.69,315,45559
openai/gpt-oss-20b,16,english,59309,29.49,0.023956,65.2,38670,59309
openai/gpt-oss-20b,16,spanish,33241,16.53,0.022261,2.48,825,33241
openai/gpt-oss-20b,16,chinese,34312,17.06,0.022175,6.67,2289,34312
openai/gpt-oss-20b,16,french,33424,16.62,0.023035,0.83,276,33424
openai/gpt-oss-20b,16,german,40802,20.29,0.023121,0.6,243,40802
openai/gpt-oss-20b,17,english,70563,35.09,0.026573,64.97,45846,70563
openai/gpt-oss-20b,17,spanish,32925,16.37,0.023492,2.05,675,32925
openai/gpt-oss-20b,17,chinese,31757,15.79,0.023125,5.23,1661,31757
openai/gpt-oss-20b,17,french,29488,14.66,0.023728,0.72,213,29488
openai/gpt-oss-20b,17,german,36355,18.08,0.024064,0.54,196,36355
openai/gpt-oss-20b,18,english,31805,15.82,0.024629,76.36,24286,31805
openai/gpt-oss-20b,18,spanish,42827,21.3,0.026857,3.43,1469,42827
openai/gpt-oss-20b,18,chinese,48683,24.21,0.028517,13.31,6480,48683
openai/gpt-oss-20b,18,french,40460,20.12,0.027311,1.7,689,40460
openai/gpt-oss-20b,18,german,37313,18.56,0.027316,2.07,772,37313
openai/gpt-oss-20b,19,english,29900,14.87,0.025213,80.9,24188,29900
openai/gpt-oss-20b,19,spanish,43831,21.8,0.02699,3.5,1535,43831
openai/gpt-oss-20b,19,chinese,54791,27.25,0.030672,12.42,6803,54791
openai/gpt-oss-20b,19,french,27871,13.86,0.025142,1.55,433,27871
openai/gpt-oss-20b,19,german,44695,22.23,0.027035,1.66,742,44695
openai/gpt-oss-20b,20,english,35579,17.69,0.024638,75.69,26929,35579
openai/gpt-oss-20b,20,spanish,43396,21.58,0.026492,3.59,1560,43396
openai/gpt-oss-20b,20,chinese,55985,27.84,0.030324,12.36,6917,55985
openai/gpt-oss-20b,20,french,31462,15.65,0.026092,1.65,518,31462
openai/gpt-oss-20b,20,german,34666,17.24,0.026036,2.26,785,34666
openai/gpt-oss-20b,21,english,36977,18.39,0.025055,74.41,27516,36977
openai/gpt-oss-20b,21,spanish,40333,20.06,0.027089,3.64,1470,40333
openai/gpt-oss-20b,21,chinese,54898,27.3,0.030125,11.61,6372,54898
openai/gpt-oss-20b,21,french,32690,16.26,0.026319,1.48,483,32690
openai/gpt-oss-20b,21,german,36190,18.0,0.026862,2.38,863,36190
openai/gpt-oss-20b,22,english,35781,17.79,0.024672,76.6,27410,35781
openai/gpt-oss-20b,22,spanish,31580,15.7,0.024719,3.34,1054,31580
openai/gpt-oss-20b,22,chinese,58748,29.22,0.0285,11.17,6565,58748
openai/gpt-oss-20b,22,french,42092,20.93,0.026842,1.3,548,42092
openai/gpt-oss-20b,22,german,32887,16.35,0.025382,2.32,762,32887
openai/gpt-oss-20b,23,english,28587,14.22,0.023948,77.54,22165,28587
openai/gpt-oss-20b,23,spanish,39643,19.71,0.025901,3.04,1205,39643
openai/gpt-oss-20b,23,chinese,59600,29.64,0.029054,10.89,6489,59600
openai/gpt-oss-20b,23,french,36846,18.32,0.02675,1.27,468,36846
openai/gpt-oss-20b,23,german,36412,18.11,0.026079,2.04,743,36412
